story_id,condition,story_text,self_used_ai,assist_idea0,assist_idea1,assist_idea2,assist_idea3,assist_idea4,self_own_ideas,self_novel,self_original,self_rare,self_appropriate,self_feasible,self_publishable,self_profit,self_enjoyed,self_badly_written,self_boring,self_funny,self_twist,self_future,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,dat_words,DAT_score,age,gender,education,employment,ai_used_actual
e29b0a28-2897-450e-b920-fcd41084a12a,human_1AI,"On the distant planet of Jupitero, a young explorer named Max embarked on a thrilling adventure to the uncharted planet. Equipped with his trusty telescope and robot dog - named xaM - he scanned and explored, taking note of what he found. Scanning the barren terrain, he discovered a hidden cave - hidden, yet radiating with a pulsating hum and glow. Stepping inside, he encountered a mystical beast named Star, who enlightened Max with the lore and history of the planet, gifting him a magical amulet encrusted with diamonds and rubies.    Max was mesmerised by the amulet's radiance and felt a surge, nay, a force, run through his veins. With Star's gift, Max embarked on a journey to discover and unravel the mysteries of Jupitero. Traversing vibrant forests, iridescent lakes and vast seas, all teeming with exotic life. What more would he find?",1.0,5.0,,,,,7.0,3.0,3.0,3.0,7.0,4.0,4.0,50,8,8,7,3,5,3,Democracy,Elephant,Pencil,Deodorant,Time,Book,Door,Laptop,Cloud,Happiness,"['Democracy', 'Elephant', 'Pencil', 'Deodorant', 'Time', 'Book', 'Door', 'Laptop', 'Cloud', 'Happiness']",,21,Male,A levels,Student,1
86fc308b-8603-4b09-9a08-01120769dbed,human_5AI,"The party comes across a cave of Crescent Dwarves in the side of the cliff. The dwarves inform the party of rhythmic chanting, thunderous noise, and screams of bliss coming from atop their mountain that shakes the dwarves’ living space.    The mountain, Rapa Nui, has awakened. Its displeasure rumbles through the region and deep, rolling black smoke and chunks of fire explode from its head. The locals are panicked and there is no telling what they will do.    Two tribes of Jungle Giants, at peace after centuries of conflict, have built a “peace bridge” spanning a huge canyon, and keep sentinels there to ensure the mutual trust between them. A cruising Roc, nearby, was the target of sport and thrown spears from the guards, as a laugh. The creature, enraged, destroyed the bridge and now both sides are blaming one another as war threatens to plunge the region into havoc again.",1.0,,3.0,3.0,,,6.0,7.0,7.0,7.0,7.0,5.0,5.0,50,5,6,5,3,6,3,blue,sky,computer,pen,art,football,wood,metal,website,dog,"['blue', 'sky', 'computer', 'pen', 'art', 'football', 'wood', 'metal', 'website', 'dog']",,31,Male,Less than A levels,Unemployed looking for work,1
195ced3e-9ef0-40de-b7fc-1fb567cfe1be,human_1AI,"a man and a woman are in the jungle. there are there to study the lacal wildlife. one day they find a type of mushroom that has never been  seen before. they pic, and pacage up a few samples to take back with them.  after spending a few more days in the jungle they head back home. when they get home they begign to study the new mushroom. it is discouvered that the mushroom has great health beinfits. they become rich and famous from thier discovery. ",1.0,1.0,,,,,9.0,3.0,3.0,1.0,7.0,3.0,2.0,100,2,3,7,2,3,5,pig,car,tree,sandwich,reading,angry,dripping,running,mice,director,"['pig', 'car', 'tree', 'sandwich', 'reading', 'angry', 'dripping', 'running', 'mice', 'director']",,40,Male,Vocational training,Unemployed looking for work,1
6808d151-dca3-4897-8e05-1c8757b1b671,human_1AI,"A married couple and two cats decided to visit another planet. They researched the opportunities online and found the company which would take them to Saturn. Their preparations began by trying to float in the swimming pool and trying to hang upside down. They were just guessing the skills they would need to be okay on that journey and on that planet. The husband and wife were still waiting to receive the instructions from the company, but were both thrilled and nervous. The journey was about to happen in 1 month, but they were already telling their cats all about it. This adventure would be the only thing that would matter over the next weeks. Even the cats seemed to be excited!",1.0,1.0,,,,,9.0,9.0,9.0,9.0,9.0,7.0,6.0,100,9,8,1,8,1,7,night,cat,milk,pencil,hat,kitchen,mouse,birthday,ring,clock,"['night', 'cat', 'milk', 'pencil', 'hat', 'kitchen', 'mouse', 'birthday', 'ring', 'clock']",,37,Female,A levels,Employed part time,1
46c14df0-cf51-43e0-aa7f-cb3e70144fdc,human_1AI,"Within the heart of an ancient abandoned jungle, an explorer called Robert was exploring this jungle which once had a many tribes on it. While exploring this jungle he found what was left of some of these tribes, abandoned huts, old fire places, and bones. He didn't know what could of caused all of the tribes to die out. As he was walking, Robert felt a strange presence in the jungle, he saw some footsteps going deep in the jungle.  He followed the footsteps until he found a temple which was build inside a mountain, He walked inside of the temple he saw 3 paths going into different directions, each of the paths were lit up by torches, he knew what that meant. Robert took the path that went straight, but said that these paths went extremely deep into the mountain, until he heard some sounds, that were of the remaining people of this jungle, he thought to himself that they might be the people that killed all the other tribes. Robert watched from away as the people were having their meal, when he stumbled and they heard him and turned around, He saw what looked to be the leader of the tribe walking towards him. Robert didn't try to run away but question the people to understand what was happening, the leader said that they didn't know about the other tribes being dead, and they were very friendly with him, they invited him to have his meal with them, and offered him to stay the night, he accepted the offer, he went to sleep, and after that the leader of the tribe killed him in his sleep.",1.0,7.0,,,,,6.0,5.0,3.0,3.0,8.0,6.0,4.0,50,5,5,6,3,6,2,Glass,Ocean,Boat,Sheep,Bread,Fan,Phone,Ball,Shirt,Cards,"['Glass', 'Ocean', 'Boat', 'Sheep', 'Bread', 'Fan', 'Phone', 'Ball', 'Shirt', 'Cards']",,21,Male,A levels,Unemployed looking for work,1
1f5e24c3-e0ac-4ae2-bff5-db031010af1c,human_1AI,"One day a group of explorers decided to go to a different planet in the far reaches of space. the took plenty of supplies with them for the journey and set off. On arrival they discovered lots of new animals and plant life not found on earth and they were very excited about their discoveries. There were some very dangerous animals and poisonous plants they had to navigate around. Along the way they found some amazingly beautiful scenery which took their breath away, seas and mountains and even some extinct volcanos. The craft they had brought with them was running out of fuel so they decided to take cover in some sheltered tree type plants. Luckily there was another craft following them and it managed to land on the planet. Thankfully they rescued the group and took them back to earth.",0.0,,,,,,7.0,6.0,7.0,5.0,6.0,4.0,3.0,50,7,4,2,2,6,4,dog,man,leaf,mountain,paracetamol,book,fish,cage,blanket,house,"['dog', 'man', 'leaf', 'mountain', 'paracetamol', 'book', 'fish', 'cage', 'blanket', 'house']",,60,Female,A levels,Retired,0
9807e780-e71d-4f74-80a8-fbe609e79bd7,human,"The humans have finally colonised Mars!  Those who were fortunate to survive the journey, now have the weight of the unknown world on their shoulders.  There is no going back, their bravery is admired by those back home on Earth.  They must prepare the planet for future humans.  Can they discover the truth and prove there was once life on Mars?  Or are we going to learn that humans originate from the red planet?  Perhaps, life has never vanished and they are not alone?  Time will tell but until then, it's just them and the harsh environment without much support.",0.0,,,,,,6.0,7.0,3.0,3.0,8.0,8.0,4.0,50,8,3,4,3,3,4,Confidence,Mouse,Love,Racism,Injury,Wind,Headset,Vision,Sock,Frame,"['Confidence', 'Mouse', 'Love', 'Racism', 'Injury', 'Wind', 'Headset', 'Vision', 'Sock', 'Frame']",,25,Male,A levels,Employed full time,0
ce5f4933-62de-4dfc-840f-7ab7f5ee5b66,human,"Our story today begins in the deep undergrown of the Indian jungle. Jeremiah, an explorer, from Brooklyn New York, is in stealth mode, for he has just spotted a rare tiger. This, the sabretooth spotted tiger, is going extinct and Jeremiah needs to seek information of the breed to save them. Jeremiah has been studying them now for eight years, along with his girlfriend, June. However, did I mention that Jeremiah is in fact scared of tigers?     Jeremiah doesn't know it yet, but he is brave, wise and very patient, the perfect concoction that the sabretooth spotted tigers need to survive. June knows this of course, but she isn't here yet to raise his morals. Let's see how our friend gets on. ",0.0,,,,,,6.0,3.0,3.0,4.0,8.0,8.0,2.0,50,8,6,4,5,7,2,chair,fan,television,toaster,car,apple,radiator,lamp,hedge,crown,"['chair', 'fan', 'television', 'toaster', 'car', 'apple', 'radiator', 'lamp', 'hedge', 'crown']",,25,Female,Undergraduate degree,Employed full time,0
14f3d216-232c-4b68-9554-3d70e1fc0140,human,"Pete and Tim rented a boat to sail out to sea to look for treasure, armed with a map they boarded the boat with optimism that this could be their lucky day. They headed west to the coast and stumbled upon a cave. They slowly crept into the cave and brought the boat to a halt. They both stepped out onto the shore and began to explore. Tims torch happened upon something glistening in the sand so they hurried over with their spades and began to dig. A chest appeared before their eyes, excitedly they carried the chest back to the boat and gently prized it open. A wealth of treasure lit up their eyes as the lid opened, this WAS their lucky day! They turned the boat around and headed home, very pleased they took the risk and headed out onto the sea.",0.0,,,,,,7.0,5.0,3.0,3.0,6.0,5.0,2.0,100,6,4,7,1,1,1,sea,sky,dust,grass,bucket,table,flower,brick,banana,cabbage,"['sea', 'sky', 'dust', 'grass', 'bucket', 'table', 'flower', 'brick', 'banana', 'cabbage']",,35,Female,Less than A levels,Employed part time,0
6dfded63-c919-4995-8852-4d39eef00249,human_5AI,"While exploring a newly discovered planet, a group of astronauts uncovers an ancient civilisation. The civilisation is full of mysterious technology and hidden chambers. As they delve deeper they find themselves unlocking the secrets of a powerful alien energy source that could revolutionise life on earth. This energy source resembles a beautiful red gemstone. The gemstone seems to entrance any human who gazes at it for too long and several members of the party are almost taken over by it. The astronauts must safely transport the source past strange flora and fauna back to their vessel. Once inside and on their return journey, the source begins to pulse and emits a whine which seems to cut through the crew's consciousness. The sound grows louder and louder and more unbearable the further the ship travels from the alien planet; will our heroes survive this otherworldly ordeal?",1.0,4.0,,8.0,8.0,8.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,50,4,3,6,3,3,1,peacock,green,iceberg,brocolli,animosity,brick,curtains,space,dust,frog,"['peacock', 'green', 'iceberg', 'brocolli', 'animosity', 'brick', 'curtains', 'space', 'dust', 'frog']",,35,Female,Undergraduate degree,Student,1
a5615afe-5b88-4d8a-81c4-0d30c05c0a8e,human_5AI,"A group of e claimed explorers embark on the mission of a lifetime, all together, to explore a new planet with the main goal of investigating undiscovered lifeforms. The quest is an ambiguous one but they wish to uncover a sustained future for planet earth on another planet. They all are equipped with a unique area of expertise which is why they have been chosen for this mission by NASA. The groups thoughts and feelings towards the expedition are mixed but a common feeling is pride at NASA having the confidence in them and their knowledge in their field to select them for the mission. There have been some issues with group politics in the past as some members have come under fire for their ideas which have been dismissed by peer researchers. They must come together and work together for the greater good, harnessing their unique knowledge for the good of earth and all man kind. NASA nervously awaits descent after 10 years of planning, careful selection and training. It should be noted that the rest of the world also watch in anticipation and awe of the crew.  ",0.0,,,,,,4.0,7.0,2.0,2.0,7.0,6.0,9.0,50,7,4,2,2,1,5,door,food,job,countryside,clothing,france,man,book,decor,sheet,"['door', 'food', 'job', 'countryside', 'clothing', 'france', 'man', 'book', 'decor', 'sheet']",,26,Female,Undergraduate degree,Employed full time,0
19074bee-b1bc-419c-b681-e2058216e490,human_5AI,"Jake had never even seen the sea before. In the eight short years of his life, all he had known was his modest village upbringing. But today, with fresh memories of his home burning to ash, he awoke to the sounds of water sloshing against the walls and uneasiness under his feet. The ground had never swayed before. Clinging to the walls for support, he traced along metallic walkways and footwells in search of something familiar. After an hour of searching around - there - standing overlooking the vast emptiness of his now blue world, his mother. She picks him up into her arms as she turns him to face what she calls the ocean, their new home. At least, until it is safe to return - if it ever will be. ",1.0,1.0,,,,,8.0,7.0,8.0,6.0,9.0,9.0,9.0,100,8,7,6,3,7,6,Stone,Water,Air,Dog,Paper,Table,Road,Flight,Speed,Force,"['Stone', 'Water', 'Air', 'Dog', 'Paper', 'Table', 'Road', 'Flight', 'Speed', 'Force']",,21,Other (please specify below),Undergraduate degree,Employed part time,1
f7886106-14d7-4b51-bf73-7d011654222f,human_5AI,"In a perilous journey on the open seas, a crew of daring adventures embark on a dangerous quest to discover uncharted territories. Along the way, they encounter mystifying legends, formidable foes, and stunning natural wonders. The crew must rely on their courage, friendship and unbreakable determination to prevail, forging unforgettable bonds while leaving a lasting mark on the world around them.   Along the journey, a slogan goes on to say: ""I will find the one piece!"" With this, the crew determined to train. With this training, they grew stronger. And as they grew stronger, they became more competent in fighting. And as they became more competent in fighting, they became confident in every aspect of their skill-base.",1.0,9.0,,,,,5.0,2.0,1.0,2.0,8.0,3.0,3.0,50,9,4,3,6,2,4,Rod,Frame,Robe,Car,Pencil,Glasses,Kettle,Book,Laptop,Bin,"['Rod', 'Frame', 'Robe', 'Car', 'Pencil', 'Glasses', 'Kettle', 'Book', 'Laptop', 'Bin']",,22,Male,Undergraduate degree,Employed full time,1
7e679441-d793-4967-a395-60329e3067bc,human_1AI,A group of friends decided to go on a daring jungle adventure to find a missing airplane that crashed that contained many mysteries.  The journey through the jungle led to many different experiences. One person struggled with food poisoning whilst another person had a twisted ankle from tripping over. Despite this they all still ventured deeper and deeper. As the friends got closer they heard weird noises coming from the area where the plane crashed. Slowly they got closer and closer. When they got to the aircraft they were shocked at what they saw. The friends haven't been heard from since. ,1.0,6.0,,,,,4.0,4.0,5.0,2.0,6.0,4.0,1.0,50,5,3,2,2,7,5,computer,weather,speaker,music,people,games,television,food,toilet,train,"['computer', 'weather', 'speaker', 'music', 'people', 'games', 'television', 'food', 'toilet', 'train']",,33,Male,Undergraduate degree,Employed full time,1
0700e775-44f7-47b9-aec5-078516a9032c,human,"There is life from the outer space. At thousands light-year from Earth on planet Gamma, a humanoid civilisation is living in harmony. They are very advanced and evolved both emotionally and technologically. With their supercars (flying vehicle, which can travel the galaxy through teleportation), they can visit all parts of the universe while staying connected with each other. This is such an ancient civilisation ( approximately 2 millions year of existence ), this is why they already learnt to deal with the negative impact of toxic thoughts and emotions. As a result and reward for their good deeds, they can live today in perfect peace and harmony with their environment. I figured out I got so much to learn from them, that even a lifetime wouldn't be enough. I need to stay on this planet a little longer now .",0.0,,,,,,7.0,4.0,3.0,3.0,8.0,7.0,4.0,80,7,5,4,3,3,7,sea,wood,car,child,coin,clothe,director,dog,shovel,garden,"['sea', 'wood', 'car', 'child', 'coin', 'clothe', 'director', 'dog', 'shovel', 'garden']",,37,Male,A levels,Employed full time,0
06d50c34-6f52-4e4b-a94e-81f1963cad70,human_5AI,"Jim, Sam and Coty hadn't expected much from this Summer break - plans had fallen through and the eight weeks that lay before them seemed like forever.  It wasn't until the day that changed everything for them that things took a turn for the more exciting.  On July 29th the three friends embarked on a thrilling adventure into the depths of a jungle - thanks mainly to the unexpected generosity of a long lost relative of Coty's who had sent them a mysterious letter.  Within the letter were three tickets to the jungle. Deep in the jungle they encountered exotic wildlife and were forced to navigate through challenging landscapes. Along the way, their journey led them through an ancient lost city, hidden beneath thick, dark foliage where they had no choice but to try and solve mysterious puzzles in order to uncover the city's secrets.  The seemingly dull and tedious eight week break ended up being far from that.  One the 22nd day in the jungle a helicopter arrived to pick up the three friends - piloted by the mysterious relative who explained that they had simply wished for Coty to experience the joys of the jungle and find priceless treasures away from the chaos of modern life. ",1.0,8.0,,,,,7.0,2.0,2.0,2.0,3.0,1.0,1.0,62,3,1,8,1,2,1,tree,book,pan,bread,fork,grass,hat,ice,varnish,lorry,"['tree', 'book', 'pan', 'bread', 'fork', 'grass', 'hat', 'ice', 'varnish', 'lorry']",,47,Female,Postgraduate Master's degree,Employed full time,1
b299254c-cd49-4610-806d-4b53512d3e92,human_5AI,"I was deep in the emerald jungle. Only armed with courage and my fists. My senses were heightened by the sounds of a lion's roar. The sound echoed through the jungle, seeming to come from all directions. The air was heavy, making it hard to breathe, it was weighing me down and carrying the roar of the lion. Momentarily spellbound by the roar, I managed to gain the use of my legs and run. Unfortunately the thick jungle caused me to slip. Then i fell, looking up to be eye to eye with the lion. ",1.0,3.0,,,,,3.0,7.0,7.0,7.0,6.0,9.0,9.0,100,5,6,5,2,7,4,fast,wicked,impressive ,colourful,slow,bright,boring,sleepy,vivid,exciting ,"['fast', 'wicked', 'impressive ', 'colourful', 'slow', 'bright', 'boring', 'sleepy', 'vivid', 'exciting ']",,22,Male,Undergraduate degree,Student,1
cf149237-6fb4-458c-b1fc-f8df29d2deb0,human,"Gary the parrot was on an adventure in the jungle. He was flying through the trees when he saw a group of monkeys. He landed on the branch next to the them and said, ""Hello monkeys! What are you doing?"" The monkeys looked at Gary and laughed. ""We're playing a game"" one of them said and ""It's called 'Monkey in the Middle.'"" Gary didn't know what Monkey in the Middle was, but he was eager to play. The monkeys explained the rules to him, and soon they were all having a great time.",1.0,5.0,,,,,1.0,4.0,1.0,9.0,5.0,1.0,1.0,50,1,2,8,1,1,1,Book,Bicycle,Car,Rocket,Radio,Phone,Bed,Shower,Toothbrush,Shed,"['Book', 'Bicycle', 'Car', 'Rocket', 'Radio', 'Phone', 'Bed', 'Shower', 'Toothbrush', 'Shed']",,44,Male,Undergraduate degree,Employed full time,1
